Column1,user_id,task_id,created_at,updated_at,Разница,attempts,solved,points,max_attempts,results,answers,skipped,resource_type,type,submitted_at,wk_partial_answer,performance
623,669160,1195696,12/1/2025 16:14,12/1/2025 16:17,00.00.0000 00:02,1,TRUE,1.0,1,"[{""1245588"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1245588"": [""11""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 16:17,,1.0
624,669160,1195697,12/1/2025 16:14,12/1/2025 16:22,00.00.0000 00:08,1,TRUE,1.0,1,"[{""1245589"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1245589"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 16:22,,1.0
625,669160,1195698,12/1/2025 16:14,12/1/2025 16:32,00.00.0000 00:17,1,TRUE,1.0,1,"[{""1245590"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1245590"": [""0.6""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 16:32,,1.0
626,669160,1195700,12/1/2025 16:14,12/1/2025 16:33,00.00.0000 00:19,1,TRUE,1.0,1,"[{""1245592"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1245592"": [""0.1""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 16:33,,1.0
627,669160,1194585,12/1/2025 16:08,12/1/2025 16:13,00.00.0000 00:04,1,FALSE,0.0,1,"[{""1243552"": {""points"": 0.0, ""coefficient"": 0}, ""1243553"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1243552"": [""48""], ""1243553"": [""66""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 16:13,,0.0
628,669160,1196534,12/1/2025 16:35,12/1/2025 16:35,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1246988"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1246988"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 16:35,,1.0
629,669160,1196527,12/1/2025 16:52,12/1/2025 16:52,00.00.0000 00:00,0,,0.0,1,[],[],,Lesson,UserAnswers::LessonAnswer,,,0.0
630,669160,1196531,12/1/2025 16:33,12/1/2025 16:34,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1246985"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1246985"": [""21""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 16:34,,1.0
631,669160,1196536,12/1/2025 16:38,12/1/2025 16:38,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1246990"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1246990"": [""22""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 16:38,,1.0
632,669160,1197223,12/1/2025 16:52,12/1/2025 16:52,00.00.0000 00:00,0,,0.0,1,[],[],,Lesson,UserAnswers::LessonAnswer,,,0.0
633,669160,1196834,12/1/2025 16:52,12/1/2025 16:52,00.00.0000 00:00,0,,0.0,1,[],[],,Lesson,UserAnswers::LessonAnswer,,,0.0
634,669160,1197147,12/1/2025 16:39,12/1/2025 17:15,00.00.0000 00:36,1,TRUE,1.0,1,"[{""1248056"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1248056"": [""6""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 17:15,,1.0
635,669160,1197228,12/1/2025 16:52,1/17/2026 13:42,46.00.0000 20:50,1,FALSE,1.0,1,"[{""1248157"": {""points"": 1.0, ""coefficient"": 1}, ""1248158"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248157"": [""160""], ""1248158"": [""20""]}]",,Lesson,UserAnswers::LessonAnswer,1/17/2026 13:42,,0.5
636,669160,1196533,12/1/2025 16:34,12/1/2025 16:35,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1246987"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1246987"": [""-10""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 16:35,,1.0
637,669160,1196535,12/1/2025 16:36,12/1/2025 16:38,00.00.0000 00:02,1,TRUE,1.0,1,"[{""1246989"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1246989"": [""-1""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 16:38,,1.0
638,669160,1197149,12/1/2025 16:39,12/1/2025 17:27,00.00.0000 00:48,1,FALSE,0.0,1,"[{""1248058"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248058"": [""10""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 17:27,,0.0
639,669160,1197146,12/1/2025 16:39,12/1/2025 16:51,00.00.0000 00:12,1,TRUE,1.0,1,"[{""1248055"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1248055"": [""35""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 16:51,,1.0
640,669160,1197148,12/1/2025 16:39,12/1/2025 17:24,00.00.0000 00:45,1,FALSE,0.0,1,"[{""1248057"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248057"": [""36""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 17:24,,0.0
641,669160,1197150,12/1/2025 16:39,12/1/2025 17:41,00.00.0000 01:02,1,TRUE,1.0,1,"[{""1248059"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1248059"": [""6""]}]",,Lesson,UserAnswers::LessonAnswer,12/1/2025 17:41,,1.0
642,671753,1195663,12/4/2025 16:40,12/4/2025 16:43,00.00.0000 00:02,1,FALSE,1.0,1,"[{""1245504"": {""points"": 0.0, ""coefficient"": 0}, ""1245505"": {""points"": 1.0, ""coefficient"": 1}, ""1245506"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1245504"": {""10317543"": ""компиляторов""}, ""1245505"": {""10317544"": ""файловую систему""}, ""1245506"": {""10317545"": ""системный блок""}}]",,Lesson,UserAnswers::LessonAnswer,12/4/2025 16:43,,0.3333333333333333
643,671753,1195664,12/4/2025 16:43,12/4/2025 16:46,00.00.0000 00:02,1,TRUE,1.0,1,"[{""1245507"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1245507"": {""10317546"": ""10317547"", ""10317548"": ""10317549"", ""10317550"": ""10317551"", ""10317552"": ""10317553""}}]",,Lesson,UserAnswers::LessonAnswer,12/4/2025 16:46,,1.0
644,671753,1194577,12/3/2025 14:20,12/3/2025 14:21,00.00.0000 00:00,2,TRUE,0.5,2,"[null, {""1243541"": {""points"": 0.5, ""coefficient"": 1}}]","[null, {""1243541"": ""10307324""}]",,Lesson,UserAnswers::LessonAnswer,12/3/2025 14:21,,0.5
645,671753,1194575,12/3/2025 14:19,12/3/2025 14:30,00.00.0000 00:11,1,TRUE,1.0,1,"[{""1243539"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1243539"": ""10307317""}]",,Lesson,UserAnswers::LessonAnswer,12/3/2025 14:30,,1.0
646,671753,1194578,12/3/2025 14:21,12/3/2025 14:22,00.00.0000 00:00,2,FALSE,0.0,2,"[null, {""1243542"": {""points"": 0.0, ""coefficient"": 0}}]","[null, {""1243542"": ""10307328""}]",,Lesson,UserAnswers::LessonAnswer,12/3/2025 14:22,,0.0
647,671753,1194579,12/3/2025 14:22,12/3/2025 14:33,00.00.0000 00:11,2,FALSE,0.0,2,"[null, {""1243543"": {""points"": 0.0, ""coefficient"": 0}}]","[null, {""1243543"": ""10307332""}]",,Lesson,UserAnswers::LessonAnswer,12/3/2025 14:33,,0.0
648,671753,1194576,12/3/2025 14:22,12/3/2025 14:26,00.00.0000 00:04,2,FALSE,0.0,2,[null],[null],,Lesson,UserAnswers::LessonAnswer,12/3/2025 14:26,,0.0
649,672661,1193899,12/4/2025 15:17,12/4/2025 15:21,00.00.0000 00:04,1,TRUE,0.0,1,"[{""1242226"": {""points"": 0.0, ""coefficient"": 1}}]","[{""1242226"": [""10302524"", ""10303280""]}]",False,Training,UserAnswers::TrainingAnswer,12/4/2025 15:20,False,0.0
650,672661,1193893,12/4/2025 15:17,12/4/2025 15:21,00.00.0000 00:04,1,TRUE,0.0,1,"[{""1242220"": {""points"": 0.0, ""coefficient"": 1}}]","[{""1242220"": [""10302488"", ""10302489""]}]",False,Training,UserAnswers::TrainingAnswer,12/4/2025 15:17,False,0.0
651,672661,1193895,12/4/2025 15:17,12/4/2025 15:21,00.00.0000 00:04,1,TRUE,0.0,1,"[{""1242222"": {""points"": 0.0, ""coefficient"": 1}}]","[{""1242222"": [""10302502"", ""10302503""]}]",False,Training,UserAnswers::TrainingAnswer,12/4/2025 15:18,False,0.0
652,672661,1193954,12/4/2025 15:17,12/4/2025 15:21,00.00.0000 00:04,1,TRUE,0.0,1,"[{""1242595"": {""points"": 0.0, ""coefficient"": 1}}]","[{""1242595"": ""10303275""}]",False,Training,UserAnswers::TrainingAnswer,12/4/2025 15:20,False,0.0
653,672661,1193901,12/4/2025 15:17,12/4/2025 15:21,00.00.0000 00:04,1,TRUE,0.0,1,"[{""1242228"": {""points"": 0.0, ""coefficient"": 1}}]","[{""1242228"": {""10302536"": ""10302539"", ""10302538"": ""10302537"", ""10302540"": ""10302541""}}]",False,Training,UserAnswers::TrainingAnswer,12/4/2025 15:19,False,0.0
654,672661,1193960,12/4/2025 15:17,12/4/2025 15:21,00.00.0000 00:04,1,TRUE,0.0,1,"[{""1242601"": {""points"": 0, ""coefficient"": 1}}]","[{""1242601"": [""Все интересные и познавательные уроки""]}]",False,Training,UserAnswers::TrainingAnswer,12/4/2025 15:21,False,0.0
655,672661,1193956,12/4/2025 15:17,12/4/2025 15:21,00.00.0000 00:04,1,TRUE,0.0,1,"[{""1242597"": {""points"": 0.0, ""coefficient"": 1}}]","[{""1242597"": [""10303281"", ""10303282""]}]",False,Training,UserAnswers::TrainingAnswer,12/4/2025 15:21,False,0.0
656,671753,1195660,12/4/2025 16:31,12/4/2025 16:34,00.00.0000 00:03,1,FALSE,0.0,1,"[{""1245501"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1245501"": ""10317534""}]",,Lesson,UserAnswers::LessonAnswer,12/4/2025 16:34,,0.0
657,671753,1195661,12/4/2025 16:35,12/4/2025 16:38,00.00.0000 00:02,2,FALSE,0.0,2,"[null, {""1245502"": {""points"": 0.0, ""coefficient"": 0}}]","[null, {""1245502"": [""3421""]}]",,Lesson,UserAnswers::LessonAnswer,12/4/2025 16:38,,0.0
658,671753,1201412,12/7/2025 9:18,12/7/2025 9:19,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253656"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253656"": [""3.7""]}]",,Lesson,UserAnswers::LessonAnswer,12/7/2025 9:19,,0.0
659,667623,1206980,2/24/2026 16:20,2/24/2026 16:23,00.00.0000 00:02,1,TRUE,1.0,1,"[{""1261227"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1261227"": ""10380924""}]",,Lesson,UserAnswers::LessonAnswer,2/24/2026 16:23,,1.0
660,667623,1206983,2/24/2026 16:24,2/24/2026 16:25,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1261230"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1261230"": ""10380932""}]",,Lesson,UserAnswers::LessonAnswer,2/24/2026 16:25,,1.0
661,667623,1206981,2/24/2026 16:23,2/24/2026 16:24,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1261228"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1261228"": [""920""]}]",,Lesson,UserAnswers::LessonAnswer,2/24/2026 16:24,,1.0
662,667623,1206985,2/24/2026 16:25,2/24/2026 16:29,00.00.0000 00:03,1,FALSE,0.0,1,"[{""1261232"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1261232"": [""2.55""]}]",,Lesson,UserAnswers::LessonAnswer,2/24/2026 16:29,,0.0
663,667623,1206986,2/24/2026 16:29,2/24/2026 16:34,00.00.0000 00:05,1,TRUE,1.0,1,"[{""1261233"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1261233"": [""20""]}]",,Lesson,UserAnswers::LessonAnswer,2/24/2026 16:34,,1.0
664,669160,1201409,12/5/2025 14:45,12/5/2025 14:46,00.00.0000 00:01,1,FALSE,0.0,1,"[{""1253653"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253653"": [""3""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 14:46,,0.0
665,669160,1201410,12/5/2025 14:47,12/5/2025 19:22,00.00.0000 04:34,1,TRUE,1.0,1,"[{""1253654"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253654"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 19:22,,1.0
666,669160,1201411,12/5/2025 14:47,12/5/2025 19:27,00.00.0000 04:39,1,TRUE,1.0,1,"[{""1253655"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253655"": [""4""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 19:27,,1.0
667,672661,1201409,12/5/2025 14:47,12/5/2025 14:47,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253653"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253653"": [""-1""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 14:47,,1.0
668,669160,1201413,12/5/2025 14:47,12/5/2025 19:31,00.00.0000 04:43,1,TRUE,1.0,1,"[{""1253657"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253657"": [""0""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 19:31,,1.0
669,672661,1201410,12/5/2025 14:47,12/5/2025 14:48,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253654"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253654"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 14:48,,1.0
670,672661,1201411,12/5/2025 14:48,12/5/2025 14:49,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1253655"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253655"": [""4""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 14:49,,1.0
671,672661,1201413,12/5/2025 14:52,12/5/2025 14:58,00.00.0000 00:05,1,TRUE,1.0,1,"[{""1253657"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253657"": [""0""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 14:58,,1.0
672,672661,1201412,12/5/2025 14:49,12/5/2025 14:52,00.00.0000 00:02,1,TRUE,1.0,1,"[{""1253656"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253656"": [""7""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 14:52,,1.0
673,671753,1199803,12/7/2025 9:13,12/10/2025 16:30,03.00.0000 07:16,1,TRUE,1.0,1,"[{""1251586"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1251586"": [""169.4""]}]",,Lesson,UserAnswers::LessonAnswer,12/10/2025 16:30,,1.0
674,671753,1201409,12/7/2025 9:14,12/7/2025 9:15,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253653"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253653"": [""-1""]}]",,Lesson,UserAnswers::LessonAnswer,12/7/2025 9:15,,1.0
675,671753,1201410,12/7/2025 9:15,12/7/2025 9:15,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253654"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253654"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,12/7/2025 9:15,,1.0
676,672661,1201594,12/5/2025 17:59,12/5/2025 18:01,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1253881"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253881"": [""0.25""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 18:01,,1.0
677,672661,1201598,12/5/2025 18:01,12/5/2025 18:05,00.00.0000 00:04,1,TRUE,1.0,1,"[{""1253885"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253885"": [""2.5""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 18:05,,1.0
678,672661,1201601,12/5/2025 18:05,12/5/2025 18:17,00.00.0000 00:12,1,FALSE,0.0,1,"[{""1253888"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253888"": [""86.4""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 18:17,,0.0
679,667623,1197166,12/5/2025 18:06,12/5/2025 19:34,00.00.0000 01:28,1,TRUE,1.0,1,"[{""1248075"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1248075"": [""117""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 19:34,,1.0
680,667623,1197167,12/5/2025 18:06,12/5/2025 19:35,00.00.0000 01:29,1,FALSE,0.0,1,"[{""1248076"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248076"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 19:35,,0.0
681,672661,1201599,12/5/2025 18:18,12/5/2025 18:21,00.00.0000 00:03,1,TRUE,1.0,1,"[{""1253886"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253886"": [""540""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 18:21,,1.0
682,672661,1201602,12/5/2025 18:21,12/5/2025 18:27,00.00.0000 00:05,1,FALSE,0.0,1,"[{""1253889"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253889"": [""2.5""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 18:27,,0.0
683,667623,1197169,12/5/2025 18:55,12/7/2025 13:44,01.00.0000 18:49,1,FALSE,0.0,1,"[{""1248078"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248078"": [""14""]}]",,Lesson,UserAnswers::LessonAnswer,12/7/2025 13:44,,0.0
684,667623,1197170,12/5/2025 18:55,12/7/2025 13:54,01.00.0000 18:59,1,FALSE,0.0,1,"[{""1248079"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248079"": [""40""]}]",,Lesson,UserAnswers::LessonAnswer,12/7/2025 13:54,,0.0
685,669160,1201412,12/5/2025 19:27,12/5/2025 19:28,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1253656"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253656"": [""7""]}]",,Lesson,UserAnswers::LessonAnswer,12/5/2025 19:28,,1.0
686,671753,1201413,12/7/2025 9:19,12/10/2025 16:35,03.00.0000 07:16,1,FALSE,0.0,1,[],[],,Lesson,UserAnswers::LessonAnswer,,,0.0
687,667623,1197168,12/5/2025 18:06,12/7/2025 13:41,01.00.0000 19:34,1,TRUE,1.0,1,"[{""1248077"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1248077"": [""27""]}]",,Lesson,UserAnswers::LessonAnswer,12/7/2025 13:41,,1.0
688,667623,1199813,12/7/2025 14:02,12/12/2025 19:49,05.00.0000 05:47,1,TRUE,1.0,1,"[{""1251596"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1251596"": ""10343106""}]",,Lesson,UserAnswers::LessonAnswer,12/12/2025 19:49,,1.0
689,667623,1199814,12/7/2025 14:02,12/12/2025 19:52,05.00.0000 05:50,1,TRUE,1.0,1,"[{""1251597"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1251597"": [""2.5""]}]",,Lesson,UserAnswers::LessonAnswer,12/12/2025 19:52,,1.0
690,667623,1199818,12/7/2025 14:02,12/12/2025 19:56,05.00.0000 05:54,1,FALSE,0.0,1,"[{""1251601"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1251601"": [""29""]}]",,Lesson,UserAnswers::LessonAnswer,12/12/2025 19:56,,0.0
691,667888,1201592,12/9/2025 14:01,12/9/2025 14:07,00.00.0000 00:05,1,TRUE,1.0,1,"[{""1253879"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253879"": ""10352808""}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 14:07,,1.0
692,667888,1201410,12/9/2025 14:11,12/9/2025 14:12,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1253654"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253654"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 14:12,,1.0
693,667888,1201409,12/9/2025 14:10,12/9/2025 14:11,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253653"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253653"": [""-1""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 14:11,,1.0
694,667888,1201411,12/9/2025 14:12,12/9/2025 14:12,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253655"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253655"": [""4""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 14:12,,1.0
695,667888,1201412,12/9/2025 14:12,12/9/2025 14:13,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253656"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253656"": [""7""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 14:13,,1.0
696,667888,1201413,12/9/2025 14:13,12/9/2025 14:14,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253657"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253657"": [""0""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 14:14,,1.0
697,667888,1201599,12/9/2025 14:19,12/9/2025 14:20,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1253886"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253886"": [""540""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 14:20,,1.0
698,667888,1201594,12/9/2025 14:16,12/9/2025 14:17,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1253881"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253881"": [""0.25""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 14:17,,1.0
699,667888,1201602,12/9/2025 14:20,12/9/2025 14:23,00.00.0000 00:03,1,FALSE,0.0,1,[],[],,Lesson,UserAnswers::LessonAnswer,,,0.0
700,667888,1201598,12/9/2025 14:17,12/9/2025 14:18,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253885"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253885"": [""2.5""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 14:18,,1.0
701,667888,1201601,12/9/2025 14:18,12/9/2025 14:19,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253888"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253888"": [""86""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 14:19,,1.0
702,667888,1200743,12/9/2025 13:45,12/9/2025 13:52,00.00.0000 00:06,1,FALSE,0.0,1,"[{""1252674"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1252674"": [""21""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 13:52,,0.0
703,667888,1200744,12/9/2025 13:52,12/9/2025 13:53,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1252675"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1252675"": [""60""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 13:53,,1.0
704,667888,1200745,12/9/2025 13:53,12/9/2025 13:54,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1252676"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1252676"": [""56""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 13:54,,1.0
705,667888,1200747,12/9/2025 13:54,12/9/2025 13:55,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1252678"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1252678"": [""90""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 13:55,,1.0
706,667888,1200746,12/9/2025 13:55,12/9/2025 13:56,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1252677"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1252677"": [""3.75""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 13:56,,1.0
707,667888,1201587,12/9/2025 13:58,12/9/2025 13:59,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1253874"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253874"": ""10352787""}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 13:59,,1.0
708,667888,1201590,12/9/2025 13:59,12/9/2025 14:00,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1253877"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253877"": ""10352799""}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 14:00,,1.0
709,667888,1201588,12/9/2025 14:00,12/9/2025 14:01,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1253875"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253875"": ""10352791""}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 14:01,,1.0
710,667888,220000000,12/9/2025 15:57,12/9/2025 16:12,00.00.0000 00:14,1,TRUE,1.0,1,"[{""220000000"": {""points"": 1.0, ""coefficient"": 1}}]","[{""220000000"": [""24000""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 16:12,,1.0
711,667888,1195437,12/9/2025 15:58,12/9/2025 16:00,00.00.0000 00:02,1,TRUE,1.0,1,"[{""1245238"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1245238"": {""10315846"": ""10315847"", ""10315848"": ""10315849"", ""10315850"": ""10315851"", ""10315852"": ""10315853"", ""10315854"": ""10315855""}}]",,Homework,UserAnswers::HomeworkAnswer,12/9/2025 16:00,,1.0
712,667888,1195449,12/9/2025 16:02,12/9/2025 16:04,00.00.0000 00:02,1,FALSE,0.0,1,"[{""1245250"": {""points"": 0.0, ""coefficient"": 0}, ""1245251"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1245250"": [""1.2*10 мм³""], ""1245251"": [""20160""]}]",,Homework,UserAnswers::HomeworkAnswer,12/9/2025 16:04,,0.0
713,667888,220000001,12/9/2025 16:12,12/9/2025 16:13,00.00.0000 00:00,1,TRUE,1.0,1,"[{""220000001"": {""points"": 1.0, ""coefficient"": 1}}]","[{""220000001"": [""15120""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 16:13,,1.0
714,667888,1195446,12/9/2025 16:05,12/9/2025 16:09,00.00.0000 00:03,1,TRUE,1.0,1,"[{""1245247"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1245247"": {""10316008"": ""10316009"", ""10316010"": ""10316011"", ""10316012"": ""10316013""}}]",,Homework,UserAnswers::HomeworkAnswer,12/9/2025 16:09,,1.0
715,667888,1195455,12/9/2025 16:06,12/9/2025 16:08,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1245257"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1245257"": [""4100""]}]",,Homework,UserAnswers::HomeworkAnswer,12/9/2025 16:08,,1.0
716,667888,220000002,12/9/2025 16:13,12/9/2025 16:15,00.00.0000 00:01,1,TRUE,1.0,1,"[{""220000002"": {""points"": 1.0, ""coefficient"": 1}}]","[{""220000002"": [""12000000""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 16:15,,1.0
717,667888,220000004,12/9/2025 16:15,12/9/2025 16:15,00.00.0000 00:00,1,TRUE,1.0,1,"[{""220000004"": {""points"": 1.0, ""coefficient"": 1}}]","[{""220000004"": [""7.62""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 16:15,,1.0
718,667888,1197166,12/9/2025 16:16,12/9/2025 16:18,00.00.0000 00:02,1,TRUE,1.0,1,"[{""1248075"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1248075"": [""117""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 16:18,,1.0
719,667888,220000003,12/9/2025 16:13,12/9/2025 16:13,00.00.0000 00:00,1,TRUE,1.0,1,"[{""220000003"": {""points"": 1.0, ""coefficient"": 1}}]","[{""220000003"": [""25""]}]",,Lesson,UserAnswers::LessonAnswer,12/9/2025 16:13,,1.0
